food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
turnip greens cooked,29,0.3,0.091,0.065,0.1,6.3,0.8,1.6,5.0,0.0,0.4,134.2,0.0,0.077,0.2,0.0,0.1,0.6,0.4,0.3,39.5,0.0,2.7,0.5,197.3,0.4,1.2,31.7,0.5,41.8,292.3,0.013,0.2,251.2
jerusalem artichokes,110,0.047,0.0,0.065,0.036,26.2,14.4,3.0,2.4,0.0,0.011,117.0,0.0,0.3,0.052,0.0,0.049,2.0,0.6,0.1,6.0,0.0,0.3,0.014,21.0,0.2,5.1,25.5,0.014,117.0,643.5,0.083,0.2,63.742
oriental radish dried,314,0.8,0.3,0.1,0.4,73.5,43.3,9.2,27.7,0.0,0.3,22.8,0.0,0.3,0.3,0.0,0.8,3.9,2.2,0.7,0.0,0.0,0.008,0.031,729.6,1.9,7.8,197.2,0.6,236.6,4053.0,0.091,2.5,848.6
tomatillos,42,1.3,0.2,0.2,0.6,7.7,5.2,1.3,2.5,0.0,0.019,121.0,0.0,0.088,0.093,0.0,0.099,2.4,0.2,0.074,15.4,0.0,0.5,0.033,9.2,0.1,0.8,26.4,0.2,51.5,353.8,0.055,0.3,38.2
sweet red peppers raw,46,0.4,0.088,0.016,0.1,9.0,6.3,1.5,3.1,0.0,0.092,137.4,0.0,0.094,0.089,0.0,0.1,1.5,0.5,0.4,190.3,0.0,2.4,0.095,10.4,0.037,0.6,17.9,0.2,38.7,314.4,0.081,0.4,215.3
oriental radish cooked,25,0.4,0.1,0.026,0.2,5.0,2.7,1.0,2.4,0.0,0.4,139.7,0.0,0.0,0.059,0.0,0.089,0.2,0.2,0.021,22.2,0.0,0.0,0.016,25.0,0.1,0.2,13.2,0.041,35.3,419.0,0.019,0.2,56.2
drumstick leaves cooked,25,0.4,0.0,0.0,0.0,4.7,0.4,2.2,0.8,0.0,0.1,34.3,0.0,0.041,0.091,0.0,0.2,0.8,0.007,0.4,13.0,0.0,0.084,0.085,63.4,0.004,1.0,63.4,0.4,28.1,144.5,0.042,0.2,85.5
winter squash raw,39,0.2,0.019,0.089,0.086,10.0,2.6,1.1,1.7,0.0,0.027,104.1,0.0,0.054,0.08,0.0,0.001,0.6,0.2,0.2,14.3,0.0,0.1,0.021,32.5,0.051,0.7,16.2,0.2,26.7,406.0,0.049,0.2,60.5
pumpkin raw,30,0.1,0.065,0.044,0.004,7.5,3.2,1.2,0.6,0.0,0.062,106.3,0.0,0.009,0.036,0.0,0.1,0.7,0.3,0.071,10.4,0.0,1.2,0.012,24.4,0.1,0.9,13.9,0.1,51.0,394.4,0.093,0.4,45.1
radish pickled,42,0.5,0.1,0.068,0.2,7.8,3.0,1.7,3.3,0.0,1.2,137.3,0.0,0.054,0.001,0.0,0.021,0.5,0.3,0.2,0.0,0.0,0.0,0.008,42.0,0.3,0.3,12.0,0.072,46.5,499.5,0.054,0.3,55.6
crookneck squash raw,24,0.3,0.1,0.057,0.1,4.9,4.5,1.3,1.3,0.0,0.047,119.7,0.0,0.085,0.076,0.0,0.079,0.6,0.2,0.1,24.5,0.0,0.2,0.097,26.7,0.1,0.6,25.4,0.2,40.6,281.9,0.094,0.4,59.6
crookneck squash cooked,34,0.7,0.1,0.089,0.2,6.8,4.5,1.9,2.0,0.0,0.4,169.7,0.0,0.072,0.014,0.0,0.049,0.9,0.6,0.1,20.9,0.0,0.2,0.002,39.6,0.1,0.7,28.8,0.3,52.2,318.6,0.059,0.4,72.6
laver seaweed,1,0.012,0.066,0.045,0.052,0.1,0.071,0.2,0.09,0.0,0.075,2.2,0.0,0.005,0.089,0.0,0.096,0.057,0.068,0.013,1.0,0.0,0.062,0.052,1.8,0.073,0.087,0.049,0.021,1.5,9.3,0.08,0.09,3.176
mustard greens raw,15,0.2,0.072,0.071,0.035,2.6,0.7,1.6,1.8,0.0,0.004,50.8,0.0,0.088,0.026,0.0,0.097,0.4,0.1,0.1,39.2,0.0,1.1,0.1,64.4,0.018,0.9,17.9,0.0,32.5,215.0,0.076,0.1,110.7
japanese cabbage,45,0.2,0.092,0.081,0.092,8.5,2.0,2.4,4.7,0.0,0.4,137.1,0.0,0.0,0.094,0.0,0.029,0.3,0.3,0.2,1.1,0.0,0.2,0.2,72.0,0.037,0.7,18.0,0.4,64.5,1279.5,0.008,0.3,89.6
scallop squash cooked,29,0.3,0.034,0.081,0.1,5.9,2.7,1.9,3.4,0.0,0.4,171.0,0.0,0.085,0.037,0.0,0.036,0.8,0.1,0.2,19.4,0.0,0.2,0.035,27.0,0.1,0.6,34.2,0.2,50.4,252.0,0.055,0.4,58.5
pumpkin leaves cooked,15,0.2,0.092,0.017,0.093,2.4,0.5,1.9,1.9,0.0,0.2,65.7,0.0,0.096,0.027,0.0,0.053,0.6,0.078,0.1,0.7,0.0,0.7,0.049,30.5,0.029,2.3,27.0,0.3,56.1,311.0,0.083,0.1,39.9
sweet potato baked,103,0.2,0.013,0.072,0.1,23.6,7.4,2.3,3.8,0.0,0.07,86.4,0.0,0.1,0.043,0.0,0.1,1.7,1.0,0.3,22.3,0.0,0.8,0.04,43.3,0.2,0.8,30.8,0.6,61.6,541.5,0.03,0.4,96.3
chinese cabbage pe tsai raw,12,0.2,0.033,0.087,0.004,2.5,1.1,0.9,0.9,0.0,0.049,71.7,0.0,0.068,0.05,0.0,0.028,0.3,0.055,0.2,20.5,0.0,0.003,0.088,58.5,0.074,0.2,9.9,0.1,22.0,180.9,0.03,0.2,83.7
taro raw,116,0.2,0.099,0.062,0.01,27.5,0.4,1.6,4.3,0.0,0.054,73.5,0.0,0.028,0.024,0.0,0.059,0.6,0.3,0.3,4.7,0.0,2.5,0.001,44.7,0.2,0.6,34.3,0.4,87.4,614.6,0.097,0.2,83.6
pumpkin flowers cooked,20,0.1,0.057,0.007,0.084,4.4,3.2,1.5,1.2,0.0,0.082,127.6,0.0,0.019,0.049,0.0,0.041,0.4,0.0,0.094,6.7,0.0,0.061,0.0,49.6,0.1,1.2,33.5,0.0,45.6,142.0,0.007,0.1,64.7
yellow corn raw,606,7.9,1.1,2.1,3.6,123.3,1.1,15.6,12.1,0.0,0.06,17.2,0.0,0.6,0.057,0.0,0.3,6.0,0.7,1.0,0.0,0.0,0.8,0.016,11.6,0.5,4.5,210.8,0.8,348.6,476.4,0.032,3.7,175.0
endive,9,0.1,0.022,0.044,0.072,1.7,0.1,0.6,1.6,0.0,0.08,46.9,0.0,0.092,0.065,0.0,0.017,0.2,0.5,0.095,3.3,0.0,0.2,0.1,26.0,0.002,0.4,7.5,0.2,14.0,157.0,0.085,0.4,33.7
sweet green peppers raw,30,0.3,0.053,0.043,0.037,6.9,3.6,1.3,2.5,0.0,0.023,139.9,0.0,0.013,0.011,0.0,0.068,0.7,0.1,0.3,119.8,0.0,0.6,0.083,14.9,0.035,0.5,14.9,0.2,29.8,260.8,0.0,0.2,146.2
chinese cabbage pak choi cooked,20,0.3,0.014,0.046,0.1,3.0,1.4,2.7,1.7,0.0,0.5,162.4,0.0,0.068,0.012,0.0,0.1,0.7,0.1,0.3,44.2,0.0,0.2,0.049,158.1,0.088,1.8,18.7,0.2,49.3,630.7,0.055,0.3,211.8
watercress,4,0.006,0.071,0.027,0.0,0.4,0.099,0.8,0.2,0.0,0.038,32.3,0.0,0.0,0.028,0.085,0.0,0.034,0.003,0.1,0.085,14.6,0.0,0.3,0.069,40.8,0.063,0.056,7.1,0.048,20.4,112.2,0.095,1.59
beet greens cooked,39,0.3,0.025,0.067,0.1,7.9,0.9,3.7,4.2,0.0,0.3,128.3,0.0,0.2,0.009,0.0,0.4,0.7,0.5,0.2,35.9,0.0,2.6,0.7,164.2,0.4,2.7,97.9,0.7,59.0,1309.0,0.097,0.7,218.9
winter squash cooked,76,0.7,0.1,0.083,0.3,18.1,6.8,1.8,5.7,0.0,0.068,182.9,0.0,0.017,0.009,0.0,0.1,1.0,0.5,0.3,3.7,0.0,0.2,0.036,45.1,0.2,0.9,26.7,0.4,39.0,494.1,0.086,0.5,76.0
new zealand spinach raw,8,0.1,0.077,0.078,0.043,1.4,0.2,0.8,0.8,0.0,0.017,52.6,0.0,0.051,0.063,0.0,0.003,0.3,0.2,0.2,16.8,0.0,0.8,0.2,32.5,0.07,0.4,21.8,0.4,15.7,72.8,0.006,0.2,52.8
okra,4,0.082,0.001,0.019,0.053,0.9,0.2,0.2,0.4,0.0,0.098,10.7,0.0,0.041,0.067,0.0,0.024,0.1,0.018,0.044,2.7,0.0,0.001,0.085,9.8,0.038,0.082,6.8,0.031,7.3,35.6,0.066,0.04,14.081
turnip greens raw,18,0.2,0.009,0.04,0.066,3.9,0.4,0.8,1.8,0.0,0.012,49.3,0.0,0.015,0.1,0.0,0.015,0.3,0.2,0.1,33.0,0.0,1.6,0.1,104.5,0.2,0.6,17.1,0.3,23.1,162.8,0.026,0.1,144.8
cucumber,23,0.2,0.068,0.044,0.041,5.4,2.5,1.0,0.8,0.0,0.061,142.8,0.0,0.064,0.08,0.0,0.066,0.1,0.4,0.046,4.2,0.0,0.049,0.038,24.0,0.065,0.4,19.5,0.1,36.0,220.5,0.082,0.3,36.0
green tomato,42,0.4,0.024,0.018,0.1,9.3,7.3,2.2,2.0,0.0,0.055,169.3,0.0,0.1,0.027,0.0,0.017,0.9,0.9,0.1,42.6,0.0,0.7,0.003,23.7,0.2,0.9,18.2,0.2,51.0,371.3,0.051,0.1,81.1
beet greens raw,8,0.078,0.026,0.037,0.015,1.6,0.2,0.8,1.4,0.0,0.013,34.6,0.0,0.008,0.064,0.0,0.068,0.2,0.027,0.087,11.4,0.0,0.6,0.2,44.5,0.092,1.0,26.6,0.1,15.6,289.6,0.039,0.1,60.771
dried tomatoes,5,0.053,0.032,0.032,0.086,1.1,0.8,0.3,0.2,0.0,0.069,0.3,0.0,0.013,0.022,0.0,0.056,0.2,0.072,0.034,0.8,0.0,0.079,0.09,2.2,0.082,0.2,3.9,0.065,7.1,68.5,0.061,0.085,4.838
radicchio,15,0.2,0.031,0.048,0.024,2.9,0.4,0.9,0.6,0.0,0.033,60.5,0.0,0.039,0.039,0.0,0.077,0.2,0.2,0.048,5.2,0.0,1.5,0.2,12.4,0.2,0.4,8.5,0.087,26.0,196.3,0.042,0.4,22.6
spinach raw,7,0.1,0.024,0.049,0.087,1.1,0.1,0.9,0.7,0.0,0.036,27.4,0.0,0.045,0.064,0.0,0.024,0.2,0.063,0.094,8.4,0.0,0.6,0.1,29.7,0.042,0.8,23.7,0.3,14.7,167.4,0.078,0.2,41.7
kale raw,7,0.3,0.057,0.014,0.1,0.9,0.2,0.6,0.9,0.0,0.045,18.8,0.092,0.042,0.048,0.0,0.055,0.2,0.058,0.088,19.6,0.0,0.1,0.018,53.3,0.3,0.3,6.9,0.1,11.6,73.1,0.078,0.082,75.973
red chili peppers,18,0.2,0.088,0.05,0.1,4.0,2.4,0.8,0.7,0.0,0.03,39.6,0.0,0.076,0.085,0.0,0.036,0.6,0.04,0.2,64.7,0.0,0.3,0.039,6.3,0.042,0.5,10.4,0.071,19.4,144.9,0.014,0.1,77.2
brussels sprouts cooked,8,0.1,0.099,0.044,0.062,1.5,0.4,0.5,0.5,0.0,0.051,18.7,0.0,0.012,0.0,0.0,0.079,0.1,0.022,0.043,13.0,0.0,0.076,0.059,7.6,0.074,0.3,4.2,0.017,11.8,66.6,0.055,0.067,23.5
split peas raw,672,2.3,0.3,0.5,1.0,118.9,15.8,48.4,50.2,0.0,0.075,22.2,0.0,1.4,0.5,0.0,0.4,5.7,3.5,0.3,3.5,0.0,0.2,0.037,108.4,1.7,8.7,226.6,2.7,721.0,1932.6,0.037,5.9,340.4
stinging nettles,37,0.007,0.0,0.0,0.0,6.7,0.2,2.4,6.1,0.0,0.09,78.0,0.0,0.027,0.099,0.0,0.1,0.3,0.0,0.098,0.0,0.0,0.0,0.4,428.1,0.012,1.5,50.7,0.7,63.2,297.3,0.045,0.3,444.816
taro leaves raw,12,0.2,0.013,0.075,0.043,1.9,0.8,1.4,1.0,0.0,0.083,24.0,0.0,0.041,0.041,0.0,0.1,0.4,0.035,0.096,14.6,0.0,0.6,0.047,30.0,0.079,0.6,12.6,0.2,16.8,181.4,0.064,0.1,49.7
scallop squash raw,23,0.3,0.097,0.018,0.1,5.0,3.1,1.6,1.6,0.0,0.075,122.4,0.0,0.002,0.08,0.0,0.01,0.8,0.1,0.1,23.4,0.0,0.2,0.038,24.7,0.1,0.5,29.9,0.2,46.8,236.6,0.017,0.4,57.1
brussels sprouts raw,8,0.077,0.072,0.028,0.026,1.7,0.4,0.6,0.7,0.0,0.049,16.3,0.0,0.054,0.018,0.0,0.011,0.1,0.038,0.02,16.2,0.0,0.2,0.032,8.0,0.077,0.3,4.4,0.019,13.1,73.9,0.06,0.059,27.553
butternut squash cooked,80,0.2,0.013,0.076,0.036,21.0,3.9,1.8,6.4,0.0,0.002,175.6,0.0,0.1,0.022,0.0,0.033,1.9,0.7,0.2,30.2,0.0,2.6,0.029,82.0,0.1,1.2,58.0,0.3,54.0,568.0,0.065,0.3,142.8
burdock root cooked,146,0.2,0.0,0.0,0.0,35.1,5.9,3.5,3.0,0.0,0.4,125.6,0.0,0.005,0.067,0.0,0.079,0.5,0.6,0.5,4.3,0.0,0.8,0.063,81.3,0.1,1.3,64.7,0.4,154.4,597.6,0.053,0.6,128.7
romaine lettuce,8,0.1,0.049,0.085,0.079,1.5,0.6,0.6,1.0,0.0,0.083,44.5,0.0,0.09,0.051,0.0,0.006,0.1,0.092,0.026,1.9,0.0,0.011,0.099,15.5,0.07,0.5,6.6,0.002,14.1,116.1,0.045,0.1,21.1
okra cooked,35,0.3,0.032,0.033,0.034,7.2,3.8,3.0,4.0,0.0,0.4,148.1,0.0,0.2,0.097,0.0,0.024,1.4,0.3,0.3,26.1,0.0,0.4,0.057,123.2,0.1,0.4,57.6,0.5,51.2,216.0,0.065,0.7,164.2
lambs quarters cooked,58,1.3,0.085,0.2,0.6,9.0,1.1,5.8,3.8,0.0,0.5,160.0,0.0,0.2,0.077,0.0,0.5,1.6,0.1,0.3,66.6,0.0,0.0,0.9,464.4,0.4,1.3,41.4,0.9,81.0,518.4,0.005,0.5,552.2
new zealand spinach cooked,22,0.3,0.027,0.028,0.1,3.8,0.5,2.3,2.5,0.0,0.6,170.6,0.0,0.022,0.038,0.0,0.2,0.7,0.5,0.4,28.8,0.0,2.2,0.5,86.4,0.1,1.2,57.6,0.9,39.6,183.6,0.055,0.6,125.3
zucchini cooked,27,0.6,0.1,0.095,0.3,4.8,3.1,2.1,1.8,0.0,0.077,171.4,0.0,0.008,0.097,0.0,0.039,0.9,0.5,0.1,23.2,0.0,0.2,0.075,32.4,0.075,0.7,34.2,0.3,66.6,475.2,0.025,0.6,65.6
dill pickled cucumber,17,0.2,0.08,0.055,0.065,3.7,1.9,0.9,1.6,0.0,1.3,134.9,0.0,0.098,0.029,0.0,0.096,0.1,0.048,0.046,1.1,0.0,0.1,0.026,60.1,0.059,0.5,10.0,0.065,17.2,131.6,0.025,0.2,68.1
banana pepper,9,0.1,0.018,0.073,0.098,1.8,0.6,0.5,1.1,0.0,0.039,30.3,0.0,0.04,0.082,0.0,0.064,0.4,0.098,0.1,27.3,0.0,0.2,0.033,4.6,0.058,0.2,5.6,0.028,10.6,84.5,0.032,0.097,35.6
oriental radish raw,61,0.3,0.1,0.01,0.2,13.9,8.5,2.0,5.4,0.0,0.014,319.8,0.0,0.006,0.073,0.0,0.035,0.7,0.5,0.2,74.4,0.0,0.0,0.059,91.3,0.4,1.4,54.1,0.1,77.7,767.3,0.096,0.5,188.7
swiss chard raw,7,0.042,0.065,0.092,0.013,1.3,0.4,0.6,0.6,0.0,0.089,33.4,0.0,0.02,0.007,0.0,0.052,0.1,0.057,0.045,10.8,0.0,0.7,0.3,18.4,0.073,0.6,29.2,0.1,16.6,136.4,0.047,0.1,32.314
split peas cooked,227,0.8,0.1,0.2,0.3,40.2,5.7,16.3,16.3,0.0,0.5,136.2,0.0,0.4,0.1,0.0,0.1,1.7,1.2,0.086,0.8,0.0,0.028,0.063,27.4,0.4,2.5,70.6,0.8,194.0,709.5,0.059,2.0,104.3
swiss chard cooked,35,0.1,0.0,0.0,0.0,7.2,1.9,3.3,3.7,0.0,0.7,162.1,0.0,0.01,0.076,0.0,0.2,0.6,0.3,0.1,31.5,0.0,3.3,0.6,101.5,0.3,4.0,150.5,0.6,57.8,960.8,0.083,0.6,151.3
nopales cooked,22,0.003,0.064,0.007,0.071,4.9,1.7,2.0,3.0,0.0,0.087,140.5,0.0,0.043,0.042,0.0,0.039,0.4,0.2,0.004,7.9,0.0,0.0,0.031,244.4,0.05,0.7,70.0,0.6,23.8,290.6,0.043,0.3,262.963
chinese cabbage pak choi raw,9,0.1,0.013,0.03,0.034,1.5,0.8,1.1,0.7,0.0,0.087,66.7,0.0,0.035,0.088,0.0,0.059,0.4,0.077,0.1,31.5,0.0,0.068,0.079,73.5,0.021,0.6,13.3,0.1,25.9,176.4,0.083,0.1,109.0
mountain yam raw,91,0.1,0.015,0.047,0.027,22.2,0.4,1.8,3.4,0.0,0.021,110.8,0.0,0.1,0.057,0.0,0.093,0.7,0.6,0.2,3.5,0.0,0.3,0.078,35.4,0.1,0.6,16.3,0.3,46.2,568.5,0.056,0.4,67.0
rutabaga raw,286,1.2,0.2,0.2,0.7,66.5,34.4,8.3,17.8,0.0,0.061,690.4,0.0,0.7,0.2,0.0,0.3,5.4,1.2,0.8,193.0,0.0,2.3,0.048,332.0,0.2,3.4,154.4,1.0,409.2,2354.6,0.041,1.9,622.2
pumpkin canned,83,0.7,0.4,0.098,0.032,19.8,8.1,2.7,7.1,0.0,0.6,220.4,0.0,0.092,0.015,0.0,0.1,0.9,1.0,0.1,10.3,0.0,2.6,0.067,63.7,0.3,3.4,56.4,0.4,85.8,504.7,0.064,0.4,107.7
red peppers canned,15,0.058,0.03,0.069,0.098,3.7,2.4,0.7,0.9,0.0,0.9,67.5,0.0,0.05,0.017,0.0,0.016,0.6,0.002,0.1,49.6,0.0,0.5,0.037,5.1,0.076,0.4,10.2,0.1,12.4,136.5,0.027,0.1,60.443
tomatoes in tomato juice canned,41,0.3,0.08,0.013,0.1,9.6,5.7,1.9,2.4,0.0,0.3,226.3,0.0,0.1,0.083,0.0,0.1,1.7,0.3,0.3,22.3,0.0,1.6,0.024,74.4,0.2,2.3,26.4,0.2,45.6,451.2,0.06,0.3,113.2
asparagus canned,62,0.7,0.2,0.015,0.3,10.2,4.1,7.4,4.1,0.0,0.1,387.7,0.0,0.2,0.3,0.0,0.4,3.5,0.5,0.4,67.8,0.0,1.2,0.2,61.7,0.4,2.5,37.0,0.6,156.2,706.9,0.025,1.9,154.4
turnip greens canned,27,0.4,0.1,0.047,0.2,4.0,0.6,2.0,1.9,0.0,0.082,136.4,0.0,0.017,0.1,0.0,0.078,0.5,0.3,0.098,22.3,0.0,2.1,0.4,169.9,0.1,2.2,28.8,0.4,30.2,203.0,0.066,0.3,202.7
sweet potato canned,568,1.3,0.3,0.08,0.5,133.5,98.3,6.3,16.0,0.0,0.3,493.7,0.0,0.2,0.074,0.0,0.3,2.9,2.1,0.3,67.0,0.0,6.0,0.098,95.7,0.8,5.1,82.9,3.2,172.3,1180.3,0.037,1.2,324.9
crookneck squash canned,27,0.1,0.088,0.065,0.027,6.2,2.5,1.3,2.9,0.0,0.006,201.7,0.0,0.039,0.013,0.0,0.034,0.9,0.1,0.018,5.7,0.0,0.3,0.052,25.2,0.2,1.5,27.3,0.2,44.1,201.6,0.026,0.6,42.9
tomatoes canned,77,0.7,0.062,0.1,0.3,17.6,10.6,4.0,4.6,0.0,0.3,216.4,0.0,0.2,0.083,0.0,0.1,3.0,0.7,0.4,22.3,0.0,3.0,0.038,82.3,0.4,3.1,48.4,0.4,77.4,709.1,0.096,0.7,134.6
pimento canned,44,0.6,0.004,0.081,0.3,9.8,5.2,2.1,3.6,0.0,0.006,178.8,0.0,0.061,0.016,0.0,0.1,1.2,0.068,0.4,163.0,0.0,1.3,0.098,11.5,0.071,3.2,11.5,0.2,32.6,303.4,0.099,0.4,193.8
green peppers canned,15,0.074,0.096,0.015,0.062,3.7,2.3,0.7,0.9,0.0,0.9,67.5,0.0,0.052,0.037,0.0,0.01,0.6,0.093,0.1,49.6,0.0,0.5,0.003,5.1,0.062,0.4,10.2,0.1,12.4,136.5,0.034,0.1,60.468
tomato paste canned,215,1.2,0.3,0.2,0.4,49.5,31.9,11.3,10.7,0.0,2.1,192.6,0.0,0.2,0.018,0.0,0.4,8.1,0.4,0.6,57.4,0.0,11.3,0.005,94.3,1.0,7.8,110.0,0.8,217.5,2656.7,0.07,1.7,232.2
side salad mcdonalds,17,0.2,0.014,0.061,0.031,3.7,1.9,0.9,1.4,0.0,0.037,81.7,0.0,0.098,0.059,0.0,0.042,0.2,0.0,0.0,13.7,0.0,0.0,0.0,20.9,0.0,0.6,0.0,0.0,0.0,191.4,0.0,0.0,41.4
arugula,5,0.1,0.029,0.015,0.057,0.7,0.4,0.5,0.3,0.0,0.018,18.3,0.0,0.015,0.055,0.0,0.053,0.07,0.035,0.044,3.0,0.0,0.043,0.067,32.0,0.072,0.3,9.4,0.095,10.4,73.8,0.011,0.091,36.9
shiitake mushrooms raw,6,0.039,0.0,0.0,0.0,1.3,0.5,0.4,0.5,0.0,0.096,17.1,0.0,0.012,0.05,0.0,0.023,0.7,0.3,0.053,0.0,0.038,0.0,0.0,0.4,0.015,0.05,3.8,0.09,21.3,57.8,0.014,0.2,2.788
crimini mushrooms,1,0.018,0.054,0.014,0.025,0.3,0.1,0.2,0.064,0.0,0.086,5.5,0.0,0.0,0.087,0.074,0.041,0.076,0.2,0.094,0.001,0.0,0.099,0.015,0.0,1.1,0.098,0.007,0.5,0.048,7.2,26.9,0.038,0.681
mushrooms raw,15,0.2,0.052,0.0,0.1,2.3,1.4,2.2,0.7,0.0,0.053,64.7,0.0,0.05,0.093,0.0,0.3,2.5,1.0,0.025,1.5,0.005,0.026,0.0,2.1,0.2,0.4,6.3,0.042,60.2,222.6,0.061,0.4,9.4
portabella mushrooms raw,19,0.3,0.036,0.016,0.1,3.3,2.2,1.8,1.1,0.0,0.014,79.8,0.0,0.064,0.075,0.06,0.1,3.9,1.0,0.1,0.0,0.08,0.049,0.0,2.6,0.2,0.3,0.0,0.092,92.9,313.0,0.015,0.5,9.4
