food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,Total_Nutrition,Nutrition_Density,Protein_Ratio,Carbohydrate_Ratio,Fat_Ratio,Micronutrient_Sum,Nutrient_to_Calorie,Fiber_to_Sugar_Ratio,Saturated_Fat_Ratio,PCA1,PCA2,Cluster
pinto beans canned,197,1.3,0.3,0.3,0.5,36.4,2.4,11.0,11.0,0.0,0.6,187.7,0.0,0.1,0.03,0.0,0.063,0.6,0.3,0.2,1.7,0.0,1.4,0.09,112.8,0.4,3.5,79.2,0.8,220.8,662.4,0.0,1.3,177.7,801.0999999999999,4.066497461928933,0.2233502538071066,0.7390862944162436,0.059390862944162445,741.6,3.7644670050761424,4.583333333333334,0.23076923076923075,0.7160697287010576,-1.9992303317680524,0
chickpeas cooked,269,4.2,0.4,1.0,1.9,45.0,7.9,14.5,12.5,0.0,0.08,98.7,0.0,0.2,0.3,0.0,0.1,0.9,0.5,0.2,2.1,0.0,0.6,0.024,80.4,0.6,4.7,78.7,1.7,275.5,477.2,0.031,2.5,163.4,631.2,2.346468401486989,0.21561338289962825,0.6691449814126395,0.1405204460966543,555.9,2.066542750929368,1.5822784810126582,0.09523809523809523,1.3589209733814198,-1.4074119424962428,0
mungo beans cooked,189,1.0,0.065,0.001,0.6,33.0,3.6,13.6,11.5,0.0,0.083,130.5,0.0,0.3,0.2,0.0,0.1,2.7,0.8,0.1,1.8,0.0,0.3,0.092,95.4,0.3,3.2,113.4,0.7,280.8,415.8,0.042,1.5,159.5,587.966,3.110931216931217,0.2878306878306878,0.6984126984126984,0.047619047619047616,529.2,2.8000000000000003,3.194444444444444,0.065,0.8204483919158887,-1.7767639787863385,0
tamarinds,5,0.013,0.023,0.038,0.036,1.3,0.8,0.057,0.1,0.0,0.007,0.6,0.0,0.0,0.084,0.062,0.0,0.012,0.04,0.078,0.058,0.09,0.0,0.053,0.03,1.5,0.032,0.005,1.8,0.0,2.3,12.6,0.009,1.708,3.949,0.7898,0.0456,1.04,0.023399999999999997,2.395,0.479,0.125,1.7692307692307694,-1.8402511413051423,-0.011610064170155292,1
yellow snap beans cooked,44,0.4,0.037,0.065,0.2,9.9,4.5,2.4,4.1,0.0,0.096,111.5,0.0,0.0,0.094,0.063,0.0,0.1,0.8,0.083,0.062,12.1,0.0,0.6,0.025,57.5,0.1,1.6,31.3,0.4,48.8,373.8,0.037,17.003,79.202,1.8000454545454545,0.21818181818181817,0.9,0.08181818181818182,62.5,1.4204545454545454,0.911111111111111,0.09249999999999999,-1.2621144422744006,-0.37421409130012256,1
bacon beef steak,146,12.5,4.5,6.2,1.2,0.2,0.2,8.2,0.0,28.9,0.4,6.1,0.0,0.2,0.077,0.054,0.09,1.4,0.3,0.1,0.0,0.0,0.0,0.091,4.0,0.039,0.5,4.8,0.064,40.2,109.0,0.02,0.9,25.4,134.1,0.9184931506849314,0.22465753424657534,0.005479452054794521,0.7705479452054794,113.8,0.7794520547945205,0.0,0.36,0.3899909952158124,2.641427072733765,1
bacon,106,10.2,0.0,0.0,0.0,0.2,0.2,3.3,0.0,0.0,0.1,11.7,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.08,0.1,3.1,0.077,46.8,131.6,0.0,0.3,14.8,138.2,1.3037735849056602,0.12452830188679245,0.007547169811320755,0.8660377358490565,134.7,1.270754716981132,0.0,0.0,-0.47184098346172043,2.3503503542982602,1
scrapple,60,3.9,1.3,1.7,0.5,4.0,0.063,2.3,0.052,13.9,0.1,17.7,0.2,0.091,0.032,0.011,0.049,0.6,0.0,0.03,0.7,0.075,0.039,0.057,2.0,0.024,0.5,3.7,0.0,21.5,44.7,0.017,0.3,13.63,58.327,0.9721166666666666,0.15333333333333332,0.26666666666666666,0.5850000000000001,48.475,0.8079166666666667,0.8253968253968254,0.33333333333333337,-0.6827312300632569,1.8050169008922623,1
chicken nuggets,61,4.1,0.7,1.5,1.3,3.0,0.039,3.2,0.2,8.6,0.1,9.3,0.015,0.011,0.041,0.064,0.049,0.054,1.2,0.2,0.095,0.1,0.01,0.2,0.058,2.2,0.091,0.2,4.8,0.023,54.4,50.2,0.009,10.792,64.6,1.0590163934426229,0.2098360655737705,0.19672131147540983,0.6049180327868853,54.699999999999996,0.8967213114754098,5.128205128205129,0.17073170731707318,-0.5847771657658226,1.8607355800675152,1
sausage patty mcdonalds,115,11.2,3.6,4.7,1.4,0.4,0.1,4.3,0.0,20.9,0.2,11.7,0.0,0.008,0.0,0.025,0.01,1.3,0.2,0.077,0.0,0.0,0.0,0.0,6.5,0.017,0.3,4.5,0.038,39.6,75.8,0.0,0.4,22.7,94.69999999999999,0.8234782608695651,0.14956521739130435,0.01391304347826087,0.8765217391304347,80.3,0.6982608695652174,0.0,0.32142857142857145,0.11493757472239412,2.810627995856879,1
beef diced asda,48,0.7,0.3,0.0,0.0,10.5,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,10.8,0.225,0.0,0.875,0.13125,0.0,0.0,0.0,0.4285714285714286,-1.4947079871282145,0.4457400986162891,1
beef mince meat asda,55,3.1,1.3,0.0,0.0,6.8,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,8.1,0.14727272727272728,0.0,0.4945454545454545,0.5072727272727273,0.0,0.0,0.0,0.41935483870967744,-1.0672397317833633,1.5823552441156337,1
cured beef dried,4,0.019,0.086,0.088,0.007,0.06,0.006,0.9,0.0,2.2,0.049,1.5,0.0,0.017,0.058,0.025,0.002,0.1,0.065,0.032,0.0,0.0,0.026,0.087,0.2,0.091,0.004,0.5,0.018,5.1,6.6,0.01,0.1,1.333,8.241,2.06025,0.9,0.06,0.042749999999999996,7.1,1.775,0.0,4.526315789473684,-1.2652748906033329,0.6766943663032698,1
pastrami beef,104,4.1,1.9,1.5,0.1,0.3,0.08,15.5,0.0,48.3,0.8,49.4,0.0,0.084,0.031,0.072,0.1,3.0,0.2,0.2,0.2,0.09,0.085,0.038,7.1,0.024,1.6,12.1,0.048,124.3,149.1,0.075,3.5,28.8,180.59,1.7364423076923077,0.5961538461538461,0.011538461538461537,0.35480769230769227,161.29,1.5508653846153846,0.0,0.4634146341463415,-0.05838105294294393,1.308577493392334,1
beef jerky,82,5.1,2.2,2.3,0.2,2.2,1.8,6.6,0.4,9.6,0.4,4.7,0.0,0.059,0.093,0.061,0.084,0.3,0.045,0.048,0.0,0.022,0.018,0.081,4.0,0.029,1.1,10.2,0.072,81.4,119.4,0.046,1.6,19.4,143.522,1.7502682926829267,0.32195121951219513,0.10731707317073172,0.5597560975609756,129.622,1.5807560975609758,0.22222222222222224,0.4313725490196079,-0.28904277530153777,1.684175313811717,1
turkey pastrami,38,1.8,0.5,0.6,0.5,0.5,1.0,4.6,0.062,19.4,0.3,20.4,0.057,0.044,0.035,0.043,0.071,1.0,0.2,0.021,2.3,0.003,0.058,0.0,3.1,0.023,1.2,4.0,0.055,57.0,98.3,0.014,0.6,13.579,109.065,2.8701315789473685,0.4842105263157894,0.05263157894736842,0.4263157894736842,102.303,2.6921842105263156,0.062,0.2777777777777778,-0.7413893170248941,1.2484365912838105,1
honey loaf,85,3.6,1.3,1.7,0.3,2.6,2.6,9.9,0.0,26.2,0.4,38.4,0.0,0.2,0.046,0.028,0.2,1.8,0.4,0.2,0.0,0.021,0.1,0.048,30.8,0.085,0.6,11.4,0.002,96.9,224.6,0.038,1.8,47.5,251.821,2.9626,0.46588235294117647,0.1223529411764706,0.3811764705882353,236.021,2.7767176470588235,0.0,0.3611111111111111,-0.3054734170111121,0.9710434443192337,1
pork beef salami,37,3.1,1.1,1.4,0.5,0.076,0.008,2.1,0.0,10.6,0.2,4.0,0.093,0.086,0.042,0.0,0.042,0.096,0.6,0.1,0.032,0.0,0.059,0.088,0.0,2.4,0.042,0.1,2.0,0.06,18.8,35.6,0.06,5.334,24.076,0.6507027027027027,0.22702702702702704,0.008216216216216215,0.7540540540540541,18.900000000000002,0.5108108108108109,0.0,0.3548387096774194,-0.5870040526490472,2.474221690004376,1
beef pork bologna,92,7.4,2.8,3.2,0.3,1.6,1.3,4.6,0.0,18.0,0.3,15.6,0.078,0.058,0.072,0.06,0.031,0.8,0.1,0.099,0.2,0.045,0.0,0.002,25.5,0.081,0.4,5.1,0.027,48.9,94.5,0.093,0.7,39.702,112.145,1.2189673913043477,0.19999999999999998,0.06956521739130435,0.7239130434782609,99.645,1.0830978260869564,0.0,0.37837837837837834,-0.20821334101416097,2.266477307209067,1
pork beef salami cooked,41,3.2,1.1,1.4,0.3,0.3,0.1,2.7,0.0,10.9,0.2,5.6,0.0,0.079,0.039,0.014,0.007,0.7,0.1,0.001,0.0,0.09,0.075,0.048,1.8,0.071,0.2,2.3,0.1,23.5,38.9,0.022,0.4,8.2,47.089999999999996,1.1485365853658536,0.2634146341463415,0.029268292682926828,0.702439024390244,41.29,1.0070731707317073,0.0,0.34375,-0.6036109508901848,2.2264726451575343,1
pickle pimiento loaf,86,6.1,2.0,2.7,1.1,3.2,3.2,4.3,0.6,22.0,0.4,22.9,0.007,0.1,0.093,0.063,0.065,0.9,0.2,0.2,3.0,0.079,0.2,0.036,41.4,0.005,0.5,12.9,0.024,58.1,141.0,0.047,0.6,59.105,167.879,1.9520813953488372,0.19999999999999998,0.14883720930232558,0.6383720930232558,153.979,1.7904534883720933,0.18749999999999997,0.3278688524590164,-0.22239598852413583,1.7557521967931362,1
turkey salami cooked,9,0.5,0.1,0.2,0.1,0.081,0.063,1.0,0.054,3.8,0.023,3.4,0.085,0.068,0.036,0.048,0.075,0.2,0.061,0.001,0.0,0.057,0.017,0.094,2.0,0.026,0.026,1.1,0.025,13.3,10.8,0.072,0.1,3.796,13.492,1.4991111111111113,0.4444444444444444,0.036000000000000004,0.5,11.957,1.3285555555555557,0.8571428571428571,0.2,-0.9717638639692224,1.7149711829360483,1
peppered loaf,42,1.8,0.6,0.9,0.1,1.3,1.3,4.9,0.0,13.1,0.2,19.2,0.0,0.1,0.064,0.012,0.005,0.9,0.2,0.081,0.0,0.079,0.084,0.032,15.4,0.047,0.3,5.7,0.046,48.5,112.3,0.059,0.9,23.7,125.87899999999999,2.9971190476190475,0.4666666666666667,0.12380952380952381,0.3857142857142857,118.079,2.811404761904762,0.0,0.3333333333333333,-0.7769408802281912,1.060872071581911,1
beef salami cooked,68,5.8,2.6,2.8,0.3,0.5,0.4,3.3,0.0,18.5,0.3,15.6,0.0,0.046,0.036,0.012,0.099,0.8,0.2,0.051,0.0,0.044,0.093,0.082,1.6,0.014,0.6,3.4,0.083,53.3,48.9,0.088,0.5,11.8,61.844,0.9094705882352941,0.1941176470588235,0.029411764705882353,0.7676470588235293,52.344,0.7697647058823529,0.0,0.4482758620689655,-0.3316661779201422,2.483452872522631,1
italian salami,43,3.7,1.3,1.8,0.4,0.1,0.1,2.2,0.0,8.0,0.2,3.5,0.0,0.025,0.024,0.071,0.009,0.6,0.1,0.015,0.0,0.0,0.0,0.0,1.0,0.057,0.2,2.2,0.052,22.9,34.0,0.035,0.4,7.2,42.0,0.9767441860465116,0.2046511627906977,0.009302325581395349,0.7744186046511629,36.2,0.8418604651162791,0.0,0.35135135135135137,-0.5360682690033994,2.450164894767765,1
turkey ham,38,1.6,0.1,0.2,0.3,0.3,0.1,5.5,0.0,18.8,0.3,20.2,0.0,0.094,0.096,0.044,0.011,1.0,0.2,0.024,0.0,0.0,0.1,0.0,1.4,0.047,0.4,5.6,0.074,85.1,83.7,0.043,0.7,9.2,95.7,2.518421052631579,0.5789473684210527,0.031578947368421054,0.37894736842105264,89.3,2.35,0.0,0.0625,-0.7654953601402549,1.205969606199544,1
turkey bologna,59,4.5,1.2,1.9,1.1,1.3,0.8,3.2,0.1,21.0,0.3,18.1,0.025,0.046,0.098,0.0,0.085,0.7,0.1,0.004,3.7,0.032,0.1,0.037,34.4,0.04,0.8,4.5,0.086,31.9,37.8,0.059,0.4,48.096,51.132,0.8666440677966102,0.2169491525423729,0.08813559322033898,0.6864406779661016,42.331999999999994,0.7174915254237287,0.125,0.26666666666666666,-0.45905464222364806,2.2156197271117466,1
sliced turkey breast,17,0.6,0.1,0.2,0.2,0.4,0.1,2.4,0.0,7.8,0.1,12.2,0.038,0.0,0.084,0.021,0.076,0.087,1.1,0.089,0.006,0.0,0.049,0.007,0.0,2.2,0.023,0.051,3.0,0.025,39.8,59.4,0.097,3.572,43.150999999999996,2.538294117647059,0.5647058823529412,0.09411764705882353,0.3176470588235294,39.851,2.344176470588235,0.0,0.16666666666666669,-1.0405315263968797,1.101825951040958,1
beef bologna,90,7.8,3.1,3.7,0.4,1.3,0.6,3.3,0.0,17.1,0.3,16.6,0.4,0.043,0.019,0.052,0.031,0.014,0.7,0.1,0.085,4.6,0.083,0.2,0.053,6.3,0.01,0.4,3.9,0.055,46.2,105.3,0.018,12.962,63.0,0.7,0.14666666666666667,0.05777777777777778,0.78,51.2,0.5688888888888889,0.0,0.39743589743589747,-0.23671570276384385,2.5663160482503717,1
ham,46,2.5,0.1,1.2,0.2,1.0,0.3,4.6,0.4,16.0,0.2,18.8,0.0,0.2,0.079,0.074,0.094,0.8,0.1,0.041,1.1,0.08,0.076,0.0,6.7,0.002,0.3,6.2,0.2,42.8,80.4,0.063,0.4,16.6,94.18,2.0473913043478262,0.39999999999999997,0.08695652173913043,0.4891304347826087,86.68,1.8843478260869566,1.3333333333333335,0.04,-0.6852985006075879,1.4657731440981534,1
quail egg,14,1.0,0.3,0.4,0.1,0.08,0.048,1.2,0.0,76.0,0.042,6.7,0.083,0.014,0.089,0.039,0.001,0.076,0.2,0.016,0.0,0.047,0.03,0.01,5.8,0.078,0.3,1.2,0.061,20.3,11.9,0.091,0.1,8.343,15.227,1.0876428571428571,0.34285714285714286,0.022857142857142857,0.6428571428571429,13.147,0.9390714285714286,0.0,0.3,-0.8524577267126693,2.0887781820119518,1
duck egg,130,9.6,2.6,4.6,0.9,1.0,0.7,9.0,0.0,618.8,0.1,49.6,0.1,0.1,0.09,0.02,0.3,0.1,1.3,0.2,0.0,0.026,0.9,0.098,44.8,0.035,2.7,11.9,0.058,154.0,155.4,0.058,1.0,67.2,185.426,1.426353846153846,0.27692307692307694,0.03076923076923077,0.6646153846153845,167.326,1.2871230769230768,0.0,0.27083333333333337,0.17461595752525588,2.1215230643584055,1
chocolate pudding fat free,105,0.3,0.0,0.0,0.0,23.6,17.8,2.2,0.3,1.1,0.1,86.1,0.0,0.021,0.06,0.069,0.046,0.022,0.2,0.084,0.0,0.0,0.0,0.098,44.1,0.035,1.9,17.0,0.04,61.0,235.0,0.052,0.3,72.4,278.1,2.6485714285714286,0.08380952380952382,0.8990476190476191,0.02571428571428571,252.0,2.4,0.016853932584269662,0.0,-0.9226349826028482,-0.6578735901715886,1
tapioca pudding,143,4.3,1.1,2.8,0.088,23.9,16.4,2.1,0.0,1.1,0.2,79.0,0.0,0.025,0.003,0.021,0.1,0.031,0.3,0.052,0.3,0.0,0.2,0.01,78.1,0.026,0.1,6.6,0.096,66.0,101.2,0.0,0.2,108.8,137.788,0.9635524475524476,0.058741258741258746,0.6685314685314685,0.2706293706293706,107.8,0.7538461538461538,0.0,0.2558139534883721,-0.4886990125710047,0.6416085061816078,1
tapioca pudding fat free,105,0.4,0.1,0.08,0.067,23.9,15.9,1.6,0.0,1.1,0.2,85.4,0.0,0.044,0.096,0.012,0.043,0.1,0.056,0.039,0.3,0.0,0.072,0.0,58.2,0.004,0.1,5.6,0.023,73.9,78.4,0.0,0.2,84.5,109.74700000000001,1.045209523809524,0.06095238095238095,0.9104761904761904,0.03428571428571429,84.0,0.8,0.0,0.25,-1.052987562547636,-0.15154946768229047,1
rice pudding,122,2.4,1.4,0.6,0.1,20.8,13.1,3.6,0.3,13.6,0.1,84.9,0.043,0.002,0.098,0.089,0.098,0.2,0.2,0.4,0.074,1.5,0.0,0.011,0.063,107.4,0.014,0.1,9.0,0.1,92.7,141.3,0.083,27.329,121.10000000000001,0.9926229508196722,0.1180327868852459,0.6819672131147542,0.17704918032786884,94.3,0.7729508196721311,0.022900763358778626,0.5833333333333334,-0.722777293338472,0.4135838795205623,1
corn pudding,328,12.6,6.3,3.9,1.4,42.4,16.5,11.1,3.0,180.0,0.7,180.8,0.2,0.1,0.2,0.074,0.026,0.4,2.6,1.3,0.3,9.3,0.048,0.7,0.066,97.5,0.1,1.3,37.5,0.2,225.0,440.0,0.069,69.795,303.7,0.9259146341463415,0.1353658536585366,0.5170731707317073,0.34573170731707314,235.6,0.7182926829268292,0.18181818181818182,0.5,1.0775344541510887,0.7358651083471844,1
chocolate pudding,213,6.9,1.9,4.1,0.2,34.5,25.8,3.1,0.0,1.5,0.2,104.2,0.045,0.003,0.061,0.044,0.1,0.2,0.4,0.062,0.5,0.0,0.5,0.066,76.5,0.1,1.9,27.0,0.2,84.0,276.0,0.0,0.5,123.424,346.8,1.628169014084507,0.05821596244131456,0.647887323943662,0.2915492957746479,303.0,1.4225352112676057,0.0,0.27536231884057966,0.20485440648777198,0.33150384549610684,1
vanilla pudding,195,5.7,1.5,3.4,0.1,33.9,25.5,2.2,0.0,1.5,0.3,107.5,0.018,0.012,0.084,0.092,0.1,0.047,0.2,0.048,0.3,0.0,0.5,0.034,73.5,0.08,0.1,6.0,0.031,61.5,97.5,0.0,0.2,115.796,144.6,0.7415384615384615,0.04512820512820513,0.6953846153846154,0.2630769230769231,103.5,0.5307692307692308,0.0,0.2631578947368421,-0.15470279039150545,0.5918418434759748,1
profeel proteiinirahka valio,140,0.4,0.2,16.8,16.8,19.3,0.2,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.7,228.10000000000002,1.6292857142857144,5.0,0.5514285714285715,0.025714285714285714,0.0,0.0,0.0,0.5,7.73366149749306,-0.9584603679978146,2
cottage cheese creamed,20,0.9,0.3,0.2,0.084,0.7,0.5,2.2,0.0,3.4,0.095,16.0,0.022,0.089,0.039,0.06,0.06,0.059,0.1,0.036,0.0,0.085,0.082,0.0,16.6,0.019,0.071,1.6,0.009,31.8,20.8,0.045,0.018,20.576,25.969,1.29845,0.44000000000000006,0.13999999999999999,0.40499999999999997,22.485,1.12425,0.0,0.3333333333333333,-0.9828398193893587,1.4654448983993564,1
cottage cheese low fat,163,2.3,1.5,0.7,0.041,6.1,6.1,28.0,0.0,9.0,0.9,186.4,0.021,0.081,0.005,0.072,0.4,0.3,0.5,0.2,0.0,0.0,0.035,0.024,137.9,0.005,0.3,11.3,0.041,302.8,194.4,0.055,0.9,174.683,242.041,1.4849141104294479,0.6871165644171779,0.14969325153374233,0.12699386503067484,205.70000000000002,1.2619631901840491,0.0,0.6521739130434783,0.3798057267996538,0.6025177346941868,1
cottage cheese nonfat,104,0.4,0.2,0.1,0.066,9.7,2.7,15.0,0.0,10.2,0.5,117.5,0.093,0.063,0.013,0.006,0.3,0.2,0.6,0.039,0.0,0.0,0.096,0.0,124.7,0.071,0.2,16.0,0.063,275.5,198.7,0.063,0.7,150.072,239.766,2.3054423076923074,0.5769230769230769,0.37307692307692303,0.03461538461538462,214.7,2.064423076923077,0.0,0.5,-0.44976609711236554,0.028206479535946734,1
vanilla yogurt low fat,208,3.1,2.0,0.8,0.036,33.8,33.8,12.1,0.0,12.3,0.2,193.6,0.051,0.1,0.054,0.01,0.5,0.3,1.4,0.1,2.0,0.0,0.029,0.024,419.0,0.012,0.2,39.2,0.023,330.8,536.6,0.049,2.0,470.265,624.5360000000001,3.0025769230769233,0.2326923076923077,0.6499999999999999,0.1341346153846154,575.8000000000001,2.768269230769231,0.0,0.6451612903225806,0.4987715747046701,-0.675719122267365,1
classique yogurt plain 2 liberte,30,1.2,0.7,0.7,0.0,1.7,1.7,3.3,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,6.4,0.21333333333333335,0.44,0.22666666666666666,0.36,0.0,0.0,0.0,0.5833333333333334,-0.9073784053361743,1.5260916454053435,1
vanilla yogurt,145,2.1,1.3,0.5,0.069,23.5,23.5,8.4,0.0,8.5,0.1,134.3,0.005,0.091,0.068,0.026,0.3,0.2,0.9,0.094,1.4,0.0,0.003,0.037,290.7,0.089,0.1,27.2,0.087,229.5,372.3,0.08,1.4,326.243,433.269,2.988062068965517,0.2317241379310345,0.6482758620689655,0.1303448275862069,399.5,2.7551724137931033,0.0,0.6190476190476191,-0.17132998525690918,-0.41621076528086554,1
yogurt parfait,125,1.5,0.8,0.5,0.2,23.6,17.4,5.0,1.6,4.5,0.048,117.7,0.073,0.1,0.018,0.1,0.3,1.1,0.0,0.3,21.3,0.042,0.4,0.085,156.5,0.025,0.7,25.3,0.0,138.6,281.6,0.088,1.3,210.272,338.64200000000005,2.7091360000000004,0.16,0.7552000000000001,0.108,306.942,2.455536,0.09195402298850576,0.5333333333333333,-0.4617773588286869,-0.49828267064748394,1
yogurt,92,4.9,3.1,1.3,0.1,7.0,7.0,5.2,0.0,19.5,0.005,131.9,0.026,0.017,0.06,0.081,0.2,0.1,0.6,0.026,0.8,0.076,0.035,0.02,181.5,0.049,0.001,18.0,0.084,142.5,232.5,0.075,0.9,199.51,267.276,2.905173913043478,0.22608695652173913,0.30434782608695654,0.47934782608695653,250.576,2.7236521739130435,0.0,0.6326530612244897,-0.34860539759570464,0.9910938542934314,1
chocolate frozen yogurt,221,6.3,4.0,1.7,0.2,37.6,33.5,5.2,4.0,22.6,0.1,123.9,0.036,0.08,0.008,0.088,0.3,0.2,0.0,0.021,0.0,0.057,0.2,0.071,174.0,0.028,0.8,43.5,0.0,154.9,407.2,0.059,0.5,227.929,503.457,2.2780859728506786,0.09411764705882353,0.6805429864253394,0.25656108597285066,450.757,2.03962443438914,0.11940298507462686,0.6349206349206349,0.6642569554409559,-0.3683775825490497,1
frozen yogurt,221,6.3,4.0,1.7,0.2,37.6,34.7,5.2,0.0,22.6,0.1,123.9,0.013,0.062,0.095,0.05,0.3,0.1,0.0,0.072,1.2,0.01,0.2,0.054,174.0,0.074,0.8,17.4,0.0,154.9,271.4,0.005,0.5,225.163,337.51,1.5271945701357466,0.09411764705882353,0.6805429864253394,0.25656108597285066,288.81,1.3068325791855204,0.0,0.6349206349206349,0.3171094881069906,0.21645505477441496,1
yogurt low fat,154,3.8,2.5,1.0,0.1,17.2,17.2,12.9,0.0,14.7,0.2,208.4,0.021,0.1,0.045,0.034,0.5,0.3,1.4,0.1,2.0,0.0,0.007,0.007,448.4,0.005,0.2,41.7,0.039,352.8,573.3,0.071,2.2,484.517,648.6999999999999,4.212337662337662,0.33506493506493507,0.44675324675324674,0.22207792207792204,615.0,3.9935064935064934,0.0,0.6578947368421053,0.27718014846052985,-0.40636881919788936,1
fruit yogurt,149,1.7,1.1,0.5,0.024,28.0,28.0,6.0,0.0,7.5,0.013,113.0,0.006,0.081,0.032,0.087,0.2,0.1,0.7,0.099,0.9,0.0,0.079,0.031,207.0,0.1,0.066,19.5,0.029,163.5,265.5,0.026,1.0,243.671,320.624,2.151838926174497,0.1610738255033557,0.7516778523489933,0.10268456375838926,285.0,1.912751677852349,0.0,0.6470588235294118,-0.3171691395484655,-0.33057077522455247,1
danone low fat alsafi,88,1.7,1.0,11.1,7.1,0.089,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.743,19.289,0.21919318181818184,0.0,0.004045454545454546,0.17386363636363636,0.0,0.0,0.0,0.5882352941176471,2.6483416014717114,1.4262604281982971,2
fruit n yogurt parfait mcdonalds,156,1.9,0.044,0.2,0.1,30.9,19.1,4.1,1.5,7.5,0.065,111.2,0.0,0.004,0.029,0.099,0.2,0.4,0.6,0.0,20.7,0.0,0.0,0.0,128.1,0.092,0.7,20.9,0.3,125.2,248.8,0.0,0.5,187.9,306.544,1.9650256410256408,0.10512820512820512,0.7923076923076923,0.1096153846153846,269.7,1.7288461538461537,0.07853403141361257,0.023157894736842106,-0.4373059333448272,-0.4203389949054465,1
greek yogurt,100,0.7,0.2,0.018,0.01,6.1,5.5,17.3,0.0,8.5,0.081,144.7,0.035,0.009,0.045,0.036,0.5,0.4,0.6,0.1,0.0,0.0,0.089,0.01,187.0,0.021,0.1,18.7,0.004,229.5,239.7,0.032,0.9,211.251,282.028,2.8202800000000003,0.6920000000000001,0.244,0.063,258.4,2.5839999999999996,0.0,0.28571428571428575,-0.278207454857224,0.052552989023830966,1
egg fried,90,6.8,2.0,2.8,1.5,0.4,0.2,6.3,0.0,184.5,0.043,32.0,0.016,0.049,0.035,0.029,0.2,0.093,0.8,0.093,0.0,0.081,0.6,0.079,28.5,0.065,0.9,6.0,0.046,98.9,69.9,0.078,0.6,42.904,88.98100000000001,0.9886777777777779,0.27999999999999997,0.017777777777777778,0.6799999999999999,75.98100000000001,0.8442333333333334,0.0,0.29411764705882354,-0.13074939397843297,2.2844932074530107,1
glucerna abbott,1010,35.6,2.8,0.0,0.0,120.9,49.8,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.3,136.50000000000003,0.13514851485148519,0.0,0.47881188118811885,0.3172277227722773,0.0,0.0,0.25702811244979923,0.07865168539325842,3.001422567208342,-0.28000341380973504,1
hanfprotein pulver rohkostqualitat veganz,107,3.1,0.3,2.3,1.6,14.2,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,18.400000000000002,0.17196261682242991,0.0,0.530841121495327,0.2607476635514019,0.0,0.0,0.0,0.0967741935483871,-0.8465293853409545,1.1811522114861042,1
smoothie high protein creamy chocolate slimfast,110,3.5,0.5,0.0,0.0,2.1,1.0,12.0,0.0,5.0,0.2,15.0,45.0,25.0,100.0,25.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.6,14.6,0.13272727272727272,0.43636363636363634,0.07636363636363637,0.2863636363636364,0.0,0.0,0.0,0.14285714285714285,-0.4744488869571251,1.5318457464943265,1
boysenberries frozen,66,0.3,0.049,0.059,0.2,16.1,9.1,1.5,7.0,0.0,0.064,113.4,0.0,0.063,0.07,0.0,0.045,1.0,0.3,0.054,4.1,0.0,1.1,0.002,35.6,0.1,1.1,21.1,0.7,35.6,183.5,0.058,0.3,65.7,229.508,3.4773939393939397,0.09090909090909091,0.9757575757575758,0.0409090909090909,204.6,3.1,0.7692307692307693,0.16333333333333336,-0.9442954129056945,-1.1595380770347945,1
